ID,generation,forecast_generation
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0.55356,0.514476028
1,0.8941872,0.724237962
1,1.1077872,1.164284347
1,1.3749114,1.293781172
1,1.9286274,1.797346181
1,2.1572124,1.643220899
1,2.19783,1.8108678
1,1.21444,1.723926376
1,1.7634078,1.7875815
1,1.990758,0.86617105
1,1.8666588,1.6753392
1,1.1511264,1.638633479
1,1.15064,1.20223712
1,1.1508192,1.224077195
1,0.9370336,0.735032
1,0.5115584,0.767232616
1,0.2553296,0.3955929
1,0.9372054,0.566946514
1,0.8298202,0.30216616
1,0.7235228,0.569872144
1,0.5119686,0.08894808
1,0.0660172,0.125217578
1,0.04599,0.026069614
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0.209562,0.321013398
1,0.5539552,0.401884914
1,0.786708,0.834028166
1,0.8085664,0.956274404
1,1.1511962,1.172684484
1,2.1365142,1.701228754
1,2.25788,1.699415
1,2.218544,2.406787208
1,1.8270228,2.4644451
1,1.150503,1.9296469
1,1.5745086,1.2138453
1,0.8734424,1.198645706
1,0.6806944,1.69422656
1,0.7447842,1.09467268
1,0.8503104,2.02572704
1,1.0441136,1.474799962
1,1.108668,1.35660648
1,1.1295576,1.09520568
1,0.8298202,1.03433006
1,0.553536,0.571960416
1,0.3114332,0.42422718
1,0.1335646,0.114933322
1,0.04599,0.043695902
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0.320933,0.435534418
1,0.2367248,0.515773502
1,0.3313128,0.352182948
1,0.2927568,0.463068068
1,0.8286904,0.682913507
1,0.7451352,0.856684699
1,0.410742,0.6019412
1,0.182792,0.51812768
1,0.1832112,1.1908728
1,0.103416,0.187800871
1,0.103416,0.88317264
1,0.1186468,0.147796047
1,0.1186976,0.88926304
1,0.0881676,0.211998994
1,0.1184512,0.6652304
1,0.1488864,0.112073283
1,0.1663002,0.36922004
1,0.1664324,0.131286515
1,0.0589038,0.0583871
1,0.046128,0.03247188
1,0.0591838,0.03551028
1,0.045906,0.022920647
1,0.04599,0.014400929
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0.133777,0.131034242
1,0.2367248,0.17318288
1,0.2737488,0.297657048
1,0.2735882,0.352231738
1,0.293244,0.53729213
1,0.3495696,0.498725429
1,0.31226,0.5637494
1,0.35056,0.314129304
1,0.4096806,0.80714712
1,0.6385938,0.494121648
1,0.3511548,0.4593003
1,0.3710868,0.575707091
1,0.369148,0.50990056
1,0.2005872,0.662234082
1,0.3024736,0.53281888
1,0.1832448,0.551757728
1,0.2922852,0.24995424
1,0.9153782,0.999946322
1,0.511533,0.17609136
1,0.166656,0.262957128
1,0.1024,0.1147392
1,0.0460836,0.043674034
1,0.0459984,0.030275886
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0.409898,0.506307064
1,0.8723762,0.597910903
1,1.1077872,1.244071889
1,1.7129112,1.362289742
1,2.0348328,1.546842898
1,2.2200178,2.218452033
1,2.404402,1.903585
1,2.506504,2.5128266
1,2.5471446,2.27512686
1,2.5854,2.315965124
1,2.5471446,2.20947618
1,1.3858956,0.302837122
1,0.7644936,2.14010576
1,1.8257994,1.213611824
1,1.8254176,1.80828448
1,1.9088,1.522907448
1,1.3421602,1.58203564
1,1.3655642,1.23443866
1,1.0344334,0.9228262
1,0.744,0.621291336
1,0.350208,0.4971008
1,0.1837836,0.036872939
1,0.0459984,0.059858067
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0.4303754,0.434110875
1,0.8723762,0.797515703
1,1.1077872,1.080292075
1,1.7216888,1.474523644
1,2.1152,2.087454922
1,2.2993182,2.32252252
1,2.4213256,1.2118944
1,2.5242432,2.441658207
1,2.5879854,2.32143066
1,2.5879854,2.537381366
1,2.6056,2.09281792
1,2.506504,2.479743752
1,2.3839816,2.0517484
1,2.2406384,2.240786134
1,2.0554534,1.74990748
1,1.9088,1.911455141
1,1.5977962,1.51431494
1,1.3849866,1.438913347
1,1.0651724,1.06251224
1,0.744744,0.728178096
1,0.512512,0.5041664
1,0.2010432,0.237744832
1,0.0592,0.046689323
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0.4303754,0.405467065
1,0.8943458,0.747244682
1,1.1295336,1.310058142
1,1.7426,1.301608931
1,2.1173152,2.038925888
1,2.2993182,2.18922239
1,2.4632,1.16115248
1,2.5446,2.513380303
1,2.6082056,1.55450096
1,2.58661,2.627675388
1,2.5639104,2.55036128
1,2.52396,2.50874442
1,2.42151,2.16917624
1,2.3202,2.281652197
1,2.1379358,1.7801893
1,1.9107088,1.912623326
1,1.660659,1.5740592
1,1.4396382,1.439776267
1,1.1084,1.10374472
1,0.7871868,0.790840672
1,0.47056,0.54784256
1,0.1664704,0.207444851
1,0.0592,0.040443131
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0.4608292,0.501881497
1,0.8723762,0.592608906
1,1.0655736,0.921355313
1,1.5962216,1.409381771
1,1.9707668,1.986711899
1,2.1763476,2.102231131
1,2.34004,0.86901696
1,2.239248,2.411682819
1,2.544594,1.8216562
1,2.505204,2.55546564
1,2.5248264,2.03549472
1,2.280285,2.395348335
1,2.1756336,2.26156616
1,1.8259974,2.01370622
1,1.61715,1.92634908
1,1.19484,1.518516182
1,1.447978,1.6269593
1,1.1938112,1.282227118
1,1.0873404,0.9687416
1,0.8090082,0.734083211
1,0.2923008,0.54357984
1,0.1498944,0.190053786
1,0.0592,0.038343781
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0.5541536,0.521167898
1,0.894894,0.856329522
1,1.0438272,1.274933868
1,1.193681,1.342248106
1,1.5330582,1.604044616
1,1.9512882,1.666782956
1,2.0740144,2.45408616
1,2.073849,2.177813722
1,2.053532,2.1084154
1,2.421172,2.090408918
1,2.136592,1.58602872
1,1.9494,1.75852296
1,1.8055772,2.11801408
1,1.4686866,1.550290354
1,1.4705284,1.7982708
1,1.0016742,1.361796985
1,0.89403,1.5195004
1,0.47086,0.591040858
1,0.2183548,0.81844256
1,0.1335656,0.13762981
1,0.102416,0.44000128
1,0.0729344,0.040792352
1,0.0459984,0.018191686
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0.3305772,0.416915666
1,0.292376,0.408556825
1,0.236652,0.401404006
1,0.331094,0.375239286
1,0.183277,0.486149789
1,0.1670544,0.431285737
1,0.1330128,0.8510356
1,0.2010234,0.264389029
1,0.370266,0.753662
1,0.533078,0.585907868
1,0.7660464,0.81737672
1,0.57456,0.846750105
1,0.4917528,0.36186052
1,0.5962914,0.579787817
1,1.0436008,0.26909376
1,0.7646976,1.174886172
1,1.044788,0.1377858
1,0.7012192,0.906424334
1,0.3901568,0.1280202
1,0.8080304,0.268787082
1,0.4915968,0.18484704
1,0.1176896,0.200261997
1,0.0592,0.038361422
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0.4298864,0.460858627
1,0.9157634,0.867007614
1,1.1309298,1.021876985
1,1.6798664,1.605856435
1,2.0742644,1.962963512
1,2.238993,2.175352234
1,2.3622088,1.44565208
1,2.442816,2.435449383
1,2.505204,0.9600656
1,2.544594,2.536918202
1,2.5456712,2.00995984
1,2.50344,2.248117335
1,2.3817724,2.04673476
1,2.2784364,2.229955821
1,2.1367942,2.0936702
1,1.9296666,1.97340571
1,1.658338,1.7221472
1,1.3647696,1.351563788
1,1.0651724,1.06439652
1,0.4098224,0.495662771
1,0.3504288,0.53001664
1,0.1176896,0.116190419
1,0.0459984,0.034875786
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0.4706984,0.321891046
1,0.9157634,0.892615574
1,1.065048,1.04070234
1,1.4916656,1.357495856
1,1.9707668,1.870829086
1,2.1763476,2.20663085
1,1.8868112,2.23830984
1,2.0331354,2.109397062
1,2.279368,2.167763
1,2.321384,2.30919936
1,2.5560936,2.13893704
1,2.321325,2.40376923
1,2.135896,2.39096172
1,1.5127704,1.839238781
1,1.9492048,1.595588
1,1.9914,1.968903154
1,1.596983,1.398894
1,1.108332,1.30850835
1,0.8290832,0.9515614
1,0.273768,0.45435118
1,0.1749376,0.4868912
1,0.0729344,0.076206502
1,0.0459984,0.020523397
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0.6162612,0.565571336
1,0.9366474,0.979084732
1,0.700878,0.935944362
1,0.8085664,1.088889749
1,1.3325316,1.09075905
1,1.5127704,1.790950779
1,1.4483616,1.1256824
1,1.4707788,1.633668824
1,1.804062,0.9017684
1,1.386528,1.78645467
1,1.680612,1.97035472
1,2.034045,1.73663838
1,2.0315848,2.36339376
1,1.9095246,1.844918631
1,1.5114962,1.55591392
1,1.6170168,1.494241016
1,1.235865,1.1852033
1,1.0228528,0.858002541
1,0.8944788,0.74817
1,0.5533432,0.691354626
1,0.2369408,0.4132624
1,0.1022976,0.089918406
1,0.0459984,0.03972397
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
